くらい|暗い|tối, u ám|7
おもしろい|面白い|thú vị|7
かわいい|可愛い|dễ thương|7
おいしい|美味しい|ngon|7
たのしい|楽しい|vui vẻ|7
しろい|白い|trắng|7
あかい|赤い|đỏ|7
あおい|青い|xanh|7
くろい|黒い|đen|7
さびしい|寂しい|cô đơn|7
はな|花|hoa|7
さくら|桜|hoa anh đào|7
やま|山|núi|7
ふじさん|富士山|núi Phú Sĩ|7
まち|町|thị trấn, thành phố|7
たべもの|食べ物|đồ ăn|7
きもの|着物|kimono|7
きかい|機械|máy móc|7
ところ|所|nơi, chỗ|7
べんきょう|勉強|học, việc học|7
せいかつ|生活|cuộc sống, sinh hoạt, đời sống|7
ぶっか|物価|vật giá|7
[お]しごと|お仕事|công việc|7
りょうり|料理|món ăn|7
パスポート||hộ chiếu|7
どう||thế nào|7
どんな||như thế nào|7
どれ||cái nào|7
とても||rất|7
あまり||không ~ lắm(dùng với thể phủ định)|7
そして||hơn nữa, và (dùng để nối 2 câu)|7
～が、～||～ nhưng ～|7


まいしゅう|毎週|mỗi tuần|8
まいつき|毎月|mỗi tháng|8
まいとし|毎年|mỗi năm|8
ちち|父|bố (dùng khi nói về bố mình)|8
はは|母|mẹ (dùng khi nói về mẹ mình)|8
おとうさん|お父さん|bố (dùng khi nói về bố người khác và dùng khi xưng hô với bố mình)|8
おかあさん|お母さん|mẹ (dùng khi nói về mẹ người khác và dùng khi xưng hô với mẹ mình)|8
おっと／しゅじん|夫／主人|chồng (mình)|8
つま／かない|妻／家内|vợ (mình)|8
ごしゅじん|ご主人|chồng (của người khác) (khi muốn hỏi hoặc giới thiệu chồng của ai đó thì sử dụng từ này)|8
おくさん|奥さん|vợ (của người khác) (khi muốn hỏi hoặc giới thiệu vợ của ai đó thì dùng từ này)|8
て|手|tay|8
はし|箸|đũa|8
スプーン||thìa|8
フォーク||dĩa, nĩa|8
ナイフ||dao|8
はさみ|鋏|kéo|8
かみ|紙|giấy|8
はな|花|hoa|8
シャツ||áo sơ mi|8
プレゼント||quà tặng|8
きっぷ|切符|vé|8
おちゃわん|お茶碗|bát|8
おかね|お金|tiền|8
クリスマス||Giáng sinh|8
インターネット||internet|8
ニュース||tin tức, bản tin|8
きります|切ります|cắt|8
おくります|送ります|gửi|8
もらいます|貰います|nhận|8
ならいます|習います|học|8
かします|貸します|cho mượn|8
あげます|上げます|cho, tặng|8
おしえます|教えます|dạy|8
かけます「でんわを～」|かけます「電話を～」|gọi điện thoại|8
かります|借ります|vay, mượn|8
もう||đã|8
まだ||vẫn, chưa|8
これから||từ bây giờ, từ nay|8
このあいだ|この間|vừa rồi, hôm nọ|8
こいびと|恋人|người yêu|8
すき[な]|好き|thích|9
きらい[な]|嫌い|ghét, không thích|9
じょうず[な]|上手|giỏi, khéo|9
へた[な]|下手|kém|9
いたい|痛い|đau|9
おじいさん|お祖父さん|ông|9
おじいちゃん|お祖父ちゃん|ông|9
おばあさん|お祖母さん|bà|9
おばあちゃん|お祖母ちゃん|bà|9
はいしゃ|歯医者|nha sĩ|9
りょうり|料理|món ăn, việc nấu ăn [～をします: nấu ăn]|9
のみもの|飲み物|đồ uống|9
スポーツ||thể thao|9
やきゅう|野球|bóng chày|9
ダンス||nhảy, khiêu vũ|9
カラオケ||karaoke|9
うた|歌|bài hát|9
かぶき|歌舞伎|kịch kabuki|9
え|絵|tranh, hội họa|9
じ|字|chữ|9
かんじ|漢字|chữ Hán|9
かぜ 「～をひきます」|風邪 「～をひきます」|cảm, cúm [bị cảm] |9
ねつ 「～があります」|熱 「～があります」|sốt [bị sốt] |9
じかん|時間|thời gian|9
ようじ|用事|việc bận, công chuyện|9
やくそく|約束|cuộc hẹn, lời hứa|9
は|歯|răng|9
どうして||tại sao|9
わかります|分かります|hiểu, nắm được|9
あります|有ります|có (sở hữu)|9
よく||tốt, rõ (chỉ mức độ), thường|9
だいたい||đại khái, đại thể|9
たくさん||nhiều|9
すこし|少し|ít, một ít|9
ぜんぜん|全然|hoàn toàn ~ không|9
はやく|早く|sớm, nhanh|9
～から||vì ~|9
ほかに|他に|ngoài ra, bên cạnh đó|9
コンサート||buổi hòa nhạc|9
チケット||vé|9
ざんねん|残念|Đáng tiếc|9
いろいろ[な]|色々|nhiều, đa dạng|10
おとこのひと|男の人|người đàn ông|10
おんなのひと|女の人|người phụ nữ|10
おとこのこ|男の子|cậu bé|10
おんなのこ|女の子|cô bé|10
いぬ|犬|chó|10
ねこ|猫|mèo|10
き|木|cây, gỗ|10
もの|物|vật, đồ vật|10
はこ|箱|hộp|10
れいぞうこ|冷蔵庫|tủ lạnh|10
テーブル||bàn|10
ベッド||giường|10
こうえん|公園|công viên|10
ほんや|本屋|hiệu sách|10
いけ|池|cái ao|10
～や||hiệu ~, cửa hàng ~|10
ちか|地下|tầng hầm|10
うえ|上|trên|10
した|下|dưới|10
まえ|前|trước|10
うしろ|後ろ|sau|10
みぎ|右|phải|10
ひだり|左|trái|10
なか|中|trong, giữa|10
そと|外|ngoài|10
となり|隣|bên cạnh|10
ちかく|近く|gần|10
とおい|遠い|xa|10
あいだ|間|giữa|10
あります|有ります|có (tồn tại, dùng cho đồ vật)|10
います|居ます|có, ở (tồn tại, dùng cho người và động vật)|10
～や～など||~ và ~, [v.v.]|10
